project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,SumOfEdgeWeights,TotalNumberOfChanges,smellType,vertexId,vertexLabel
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,47.87961296240902,12.227349967335574,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.SinkNode, org.apache.kafka.streams.processor.internals.ProcessorTopology, org.apache.kafka.streams.processor.internals.AbstractTask, org.apache.kafka.streams.processor.internals.StreamTask]",17511;20455;20383;18857;17499,0.0,,0.0,0.0,0.0,6.0,2.0,7,1.0377433618503521E-7,1,3.5297318975584777,CIRCLE,5,184,12,0.0,0.0,0.0,261,0,cyclicDep,205233,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,57.67629444344836,25.207327718358613,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.SourceNode, org.apache.kafka.streams.processor.internals.ProcessorTopology, org.apache.kafka.streams.processor.internals.AbstractTask, org.apache.kafka.streams.processor.internals.StreamTask]",17514;20455;20383;18857;19403,0.0,,0.0,0.0,0.0,6.0,2.0,8,1.0772969051486325E-7,1,3.5297318975584777,CIRCLE,5,267,51,0.0,0.0,0.0,372,0,cyclicDep,205242,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,42.50360048223041,28.23785518046782,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.RecordQueue, org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.PartitionGroup, org.apache.kafka.streams.processor.internals.StreamTask]",17778;20377;18857;18561,0.0,,0.0,0.0,0.0,6.0,2.0,6,1.093507102300675E-7,1,3.5297318975584777,CIRCLE,4,145,64,0.0,0.0,0.0,222,0,cyclicDep,205257,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,42.50360048223041,28.892100771646888,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.RecordQueue, org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.PartitionGroup, org.apache.kafka.streams.processor.internals.RecordDeserializer, org.apache.kafka.streams.processor.internals.StreamTask]",18562;17778;20377;18857;18119,0.0,,0.0,0.0,0.0,6.0,2.0,8,9.396970976775579E-8,1,3.5297318975584777,CIRCLE,5,145,67,0.0,0.0,0.0,225,0,cyclicDep,205265,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,16.92799950315337,3.5297318975584777,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20716;20396;18857;20072,0.0,,0.0,0.0,0.0,6.0,2.0,7,1.0628362537011012E-7,1,3.5297318975584777,CIRCLE,4,23,1,0.0,0.0,0.0,59,0,cyclicDep,205274,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,39.88996414144362,20.88777890356301,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.AbstractProcessorContext, org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.ProcessorContextImpl, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",21053;20073;20716;20396;18857;21658,0.0,,0.0,0.0,0.0,6.0,2.0,12,8.537156800386549E-8,1,5.066030511996384,CIRCLE,6,62,17,0.0,0.0,0.0,105,0,cyclicDep,205282,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,47.49406012470659,47.49406012470659,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.state.internals.NamedCache, org.apache.kafka.streams.state.internals.ThreadCache]",39060;40210,0.0,,0.0,0.0,0.0,6.0,0.0,2,6.796213184739521E-8,1,5.21315036349428,TINY,2,83,83,0.0,0.0,0.0,156,0,cyclicDep,205292,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,19.620651804340632,5.066030511996384,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.ProcessorContextImpl, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20073;20716;20396;18857;21030,0.0,,0.0,0.0,0.0,6.0,2.0,10,9.408880568239654E-8,1,5.066030511996384,CIRCLE,5,15,1,0.0,0.0,0.0,65,0,cyclicDep,205298,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,13.207047427831279,3.5297318975584777,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.ProcessorContextImpl, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20073;20716;20396;21046,0.0,,0.0,0.0,0.0,6.0,2.0,6,6.04373184235311E-8,1,3.5297318975584777,CIRCLE,4,14,1,0.0,0.0,0.0,39,0,cyclicDep,205307,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,20.657783510083373,4.869086268087865,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.RecordCollectorImpl, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20092;20716;20396;18857;18153,0.0,,0.0,0.0,0.0,6.0,2.0,9,9.106232129936152E-8,1,4.869086268087865,CIRCLE,5,18,1,0.0,0.0,0.0,73,0,cyclicDep,205315,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,32.040390227635086,7.164449057461202,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StandbyTask, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20067;20716;20396;18857;18592,0.0,,0.0,0.0,0.0,6.0,2.0,11,9.638477766356317E-8,1,5.066030511996384,CIRCLE,5,40,2,0.0,0.0,0.0,106,0,cyclicDep,205324,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,24.45788935947562,4.25757204932132,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StandbyTask, org.apache.kafka.streams.processor.internals.TaskManager]",20067;20716;18575,0.0,,0.0,0.0,0.0,6.0,2.0,4,4.5006646689317113E-8,1,4.25757204932132,CIRCLE,3,33,1,0.0,0.0,0.0,44,0,cyclicDep,205333,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,26.927249956252233,4.25757204932132,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20716;20396;20080,0.0,,0.0,0.0,0.0,6.0,2.0,4,6.54799155875274E-8,1,4.25757204932132,CIRCLE,3,40,1,0.0,0.0,0.0,35,0,cyclicDep,205340,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,68.90546460527274,16.020195113817543,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.ProcessorContextUtils, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.InternalTopologyBuilder, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20086;20716;20396;18857;17874;20834;18075,0.0,,0.0,0.0,0.0,6.0,2.0,13,1.2184880589843318E-7,1,5.066030511996384,CIRCLE,7,185,10,0.0,0.0,0.0,302,0,cyclicDep,205347,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,40.6256804440153,15.200737732606752,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.ProcessorContextUtils, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.InternalTopologyBuilder, org.apache.kafka.streams.KafkaStreams, org.apache.kafka.streams.internals.metrics.ClientMetrics, org.apache.kafka.streams.Topology, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",21671;18102;20086;20716;20396;18857;17874;20834;30432;30521;23288,0.0,,0.0,0.0,0.0,5.636363636363637,1.9272727272727272,25,1.1737285570947025E-7,1,5.745338826456186,CIRCLE,11,50,7,0.77138921583987,0.9881947812146321,0.0,700,0,cyclicDep,205358,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,29.497324425238688,6.021116134930823,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata]",18102;20086;21673,0.0,,0.0,0.0,0.0,6.0,2.0,4,5.822036497215303E-8,1,4.25757204932132,CIRCLE,3,48,2,0.0,0.0,0.0,36,0,cyclicDep,205373,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,26.806913738015307,5.066030511996384,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.DefaultStateUpdater, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.StateUpdater, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",18346;21690;18102;20086;20716;20396;20208,0.0,,0.0,0.0,0.0,6.0,2.0,17,5.7231658343247604E-8,1,5.066030511996384,CIRCLE,7,28,1,0.0,0.0,0.0,232,0,cyclicDep,205380,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,43.28418366838999,8.77462223947191,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.DefaultStateUpdater, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",21690;18102;20086;20716;20396;18320,0.0,,0.0,0.0,0.0,6.0,2.0,13,6.160611024266657E-8,1,5.066030511996384,CIRCLE,6,73,3,0.0,0.0,0.0,186,0,cyclicDep,205391,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,11.264476831443838,4.25757204932132,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.DefaultStateUpdater, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata]",21690;18102;18339,0.0,,0.0,0.0,0.0,6.0,2.0,4,5.773230489780578E-8,1,4.25757204932132,CIRCLE,3,7,1,0.0,0.0,0.0,33,0,cyclicDep,205401,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,40.56422476424001,8.85183954711105,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.StandbyTaskCreator, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",21712;18102;20086;20716;20396;18857;21757,0.0,,0.0,0.0,0.0,6.0,2.0,18,8.55776918091645E-8,1,5.11061194534794,CIRCLE,7,63,3,0.0,0.0,0.0,178,0,cyclicDep,205408,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,42.687131849562846,8.77462223947191,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.StandbyTaskCreator, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",21712;18102;20086;20716;20396;21747,0.0,,0.0,0.0,0.0,6.0,2.0,14,6.172484799104888E-8,1,5.066030511996384,CIRCLE,6,71,3,0.0,0.0,0.0,149,0,cyclicDep,205419,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,26.927249956252233,6.021116134930823,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.StandbyTaskCreator]",21712;18102;21755,0.0,,0.0,0.0,0.0,6.0,2.0,4,5.7969780394570385E-8,1,4.25757204932132,CIRCLE,3,40,2,0.0,0.0,0.0,36,0,cyclicDep,205429,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,16.489505642299655,4.25757204932132,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.StreamsMetadataState, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata]",21702;18102;18909,0.0,,0.0,0.0,0.0,6.0,2.0,4,6.120175043514557E-8,1,4.25757204932132,CIRCLE,3,15,1,0.0,0.0,0.0,43,0,cyclicDep,205436,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,25.831788437126008,5.066030511996384,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.StreamsRebalanceListener, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.TaskManager]",21689;18102;20086;20716;18363,0.0,,0.0,0.0,0.0,6.0,2.0,10,5.061250645854401E-8,1,5.066030511996384,CIRCLE,5,26,1,0.0,0.0,0.0,98,0,cyclicDep,205449,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,34.94256304747684,7.059463795116955,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.TaskManager]",18102;20086;20716;21696,0.0,,0.0,0.0,0.0,6.0,2.0,7,5.5929284351310854E-8,1,3.5297318975584777,CIRCLE,4,98,4,0.0,0.0,0.0,84,0,cyclicDep,205458,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,33.60424476956813,7.164449057461202,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.Tasks, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",21710;18102;20086;20716;20396;19416,0.0,,0.0,0.0,0.0,6.0,2.0,12,6.220314951603582E-8,1,5.066030511996384,CIRCLE,6,44,2,0.0,0.0,0.0,127,0,cyclicDep,205466,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,32.438422758938394,7.164449057461202,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.TasksRegistry, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.Tasks, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",19429;21710;18102;20086;20716;20396;18219,0.0,,0.0,0.0,0.0,6.0,2.0,15,5.833331055892324E-8,1,5.066030511996384,CIRCLE,7,41,2,0.0,0.0,0.0,151,0,cyclicDep,205476,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,37.528424949041955,8.764751759662236,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.StreamThread, org.apache.kafka.streams.processor.internals.assignment.ReferenceContainer, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.TaskManager]",21699;18102;20086;20716;58441,0.0,,0.0,0.0,0.0,6.2,3.6,9,5.185692298829302E-8,1,5.060331787821238,CIRCLE,5,55,3,0.39999999999999997,1.9595917942265426,0.0,107,0,cyclicDep,205493,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,39.36230785129897,12.09003675018383,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology, org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.ProcessorContextUtils, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.InternalTopologyBuilder, org.apache.kafka.streams.Topology, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",18114;20086;20716;20396;18857;17874;20834;30432;50049,0.0,,0.0,0.0,0.0,5.888888888888889,2.5833333333333335,19,1.204516571295929E-7,1,5.406828804776337,CIRCLE,9,53,5,0.7370277311900889,1.721998193314319,0.0,338,0,cyclicDep,205508,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,31.621882288361245,8.451303531995922,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology, org.apache.kafka.streams.processor.internals.InternalProcessorContext, org.apache.kafka.streams.processor.internals.ActiveTaskCreator, org.apache.kafka.streams.processor.internals.ProcessorContextUtils, org.apache.kafka.streams.processor.internals.TopologyMetadata, org.apache.kafka.streams.processor.internals.InternalTopologyBuilder, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",18114;20086;20716;20396;18857;17874;20834;50050,0.0,,0.0,0.0,0.0,6.125,3.0,16,1.1251248501480184E-7,1,4.879362369201081,CIRCLE,8,42,3,0.33071891388307384,1.7320508075688772,0.0,315,0,cyclicDep,205521,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,13.585744036006528,4.296189486182923,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.processor.internals.TaskExecutor, org.apache.kafka.streams.processor.internals.TaskManager, org.apache.kafka.streams.processor.internals.StreamTask]",20715;20396;20044,0.0,,0.0,0.0,0.0,6.0,2.0,5,6.528551172202721E-8,1,4.296189486182923,CIRCLE,3,10,1,0.0,0.0,0.0,36,0,cyclicDep,205539,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,16.489505642299655,9.520220521385559,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.kstream.BranchedKStream, org.apache.kafka.streams.kstream.KStream, org.apache.kafka.streams.kstream.Branched]",16555;16500;16778,0.0,,0.0,0.0,0.0,5.0,2.0,4,1.0017977532703187E-7,1,4.25757204932132,CIRCLE,3,15,5,0.0,0.0,0.0,28,0,cyclicDep,205552,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,11.488375525007116,7.265886654871037,0.0,UNIT,INTERFACE,"[org.apache.kafka.streams.kstream.BranchedKStream, org.apache.kafka.streams.kstream.KStream]",16500;16553,0.0,,0.0,0.0,0.0,5.0,2.0,2,1.1860327992397559E-7,1,5.1377577249921496,TINY,2,5,2,0.0,0.0,0.0,5,0,cyclicDep,205559,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,7.265886654871037,5.1377577249921496,0.0,UNIT,INTERFACE,"[org.apache.kafka.streams.kstream.KGroupedStream, org.apache.kafka.streams.kstream.CogroupedKStream]",16738;16645,0.0,,0.0,0.0,0.0,5.0,2.0,2,5.243852824133266E-8,1,5.1377577249921496,TINY,2,2,1,0.0,0.0,0.0,2,0,cyclicDep,205565,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,18.524448918370407,13.593229236830208,0.0,UNIT,INTERFACE,"[org.apache.kafka.streams.kstream.KTable, org.apache.kafka.streams.kstream.KGroupedTable]",16412;16247,0.0,,0.0,0.0,0.0,5.0,2.0,2,9.815740751844568E-8,1,5.1377577249921496,TINY,2,13,7,0.0,0.0,0.0,13,0,cyclicDep,205571,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,12.726629345287895,7.059463795116955,0.0,UNIT,INTERFACE,"[org.apache.kafka.streams.kstream.KTable, org.apache.kafka.streams.kstream.KGroupedStream, org.apache.kafka.streams.kstream.CogroupedKStream, org.apache.kafka.streams.kstream.KStream]",16642;16738;16517;16405,0.0,,0.0,0.0,0.0,5.0,2.0,7,1.1560902885311125E-7,1,3.5297318975584777,CIRCLE,4,13,4,0.0,0.0,0.0,36,0,cyclicDep,205577,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,6.708527920756543,6.708527920756543,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.kstream.internals.suppress.FinalResultsSuppressionBuilder, org.apache.kafka.streams.kstream.Suppressed]",16170;54791,0.0,,0.0,0.0,0.0,6.0,3.0,2,7.156842034209641E-8,1,6.708527920756543,TINY,2,1,1,1.0,0.0,0.0,4,0,cyclicDep,205597,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,4.748359493781581,4.748359493781581,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.kstream.internals.suppress.FinalResultsSuppressionBuilder, org.apache.kafka.streams.kstream.internals.suppress.NamedSuppressed, org.apache.kafka.streams.kstream.Suppressed]",54790;16170;54949,0.0,,0.0,0.0,0.0,6.333333333333333,2.0,4,6.205641725535001E-8,1,4.748359493781581,CIRCLE,3,1,1,0.9428090415820634,1.4142135623730951,0.0,6,0,cyclicDep,205603,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,14.245078481344741,8.224399895831732,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.kstream.internals.suppress.FinalResultsSuppressionBuilder, org.apache.kafka.streams.kstream.Suppressed, org.apache.kafka.streams.kstream.internals.suppress.SuppressedInternal]",54787;16170;54918,0.0,,0.0,0.0,0.0,6.333333333333333,2.0,5,6.577790212143592E-8,1,4.748359493781581,CIRCLE,3,9,3,0.9428090415820634,1.4142135623730951,0.0,14,0,cyclicDep,205610,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,87.30681927710766,18.886955200152684,0.0,UNIT,ABSTRACTION,"[org.apache.kafka.streams.kstream.internals.AbstractStream, org.apache.kafka.streams.kstream.internals.KStreamImpl, org.apache.kafka.streams.kstream.internals.InternalStreamsBuilder]",12831;9187;10990,0.0,,0.0,0.0,0.0,6.0,0.0,4,4.621885186956996E-8,1,4.33296468782345,CIRCLE,3,406,19,0.0,0.0,0.0,285,0,cyclicDep,205629,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,32.87362570637611,7.350766174634153,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.kstream.internals.CogroupedKStreamImpl, org.apache.kafka.streams.kstream.internals.KStreamImpl, org.apache.kafka.streams.kstream.internals.CogroupedStreamAggregateBuilder, org.apache.kafka.streams.kstream.internals.InternalStreamsBuilder, org.apache.kafka.streams.kstream.internals.KGroupedStreamImpl]",12680;12143;12898;9187;13751,0.0,,0.0,0.0,0.0,6.0,0.0,12,3.7356744504532865E-8,1,5.197776609000506,CIRCLE,5,40,2,0.0,0.0,0.0,187,0,cyclicDep,205654,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,51.540193130491446,10.708145574150329,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.kstream.internals.CogroupedKStreamImpl, org.apache.kafka.streams.kstream.internals.CogroupedStreamAggregateBuilder, org.apache.kafka.streams.kstream.internals.KGroupedStreamImpl]",12680;12143;13761,0.0,,0.0,0.0,0.0,6.0,0.0,5,3.079356620034583E-8,1,4.3715821246850535,CIRCLE,3,139,6,0.0,0.0,0.0,149,0,cyclicDep,205663,smell
kafka,8d28c3d55ed944a55b376ab7eb74eb24fe847c0f,1,2022-12-29T10:59:18.000,15.714373531567146,3.605124536060608,0.0,UNIT,CONCRETE_CLASS,"[org.apache.kafka.streams.kstream.internals.CogroupedKStreamImpl, org.apache.kafka.streams.kstream.internals.KStreamImpl, org.apache.kafka.streams.kstream.internals.CogroupedStreamAggregateBuilder, org.apache.kafka.streams.kstream.internals.KGroupedStreamImpl]",12680;12143;12898;13753,0.0,,0.0,0.0,0.0,6.0,0.0,7,3.169106679340051E-8,1,3.605124536060608,CIRCLE,4,19,1,0.0,0.0,0.0,152,0,cyclicDep,205670,smell
